region,incomegroup,foundedyr
Latin America and Caribbean,Upper middle income,1990
Latin America and Caribbean,Upper middle income,1977
Latin America and Caribbean,Upper middle income,2001
Latin America and Caribbean,Upper middle income,1973
Latin America and Caribbean,Upper middle income,1994
Latin America and Caribbean,Upper middle income,1997
Latin America and Caribbean,Upper middle income,1995
Latin America and Caribbean,Upper middle income,1969
Latin America and Caribbean,Upper middle income,1997
Latin America and Caribbean,Upper middle income,2000
Latin America and Caribbean,Upper middle income,1990
Latin America and Caribbean,Upper middle income,1977
Latin America and Caribbean,Upper middle income,1987
Latin America and Caribbean,Upper middle income,2001
Latin America and Caribbean,Upper middle income,1993
Sub-Saharan Africa,Low income,1990
Sub-Saharan Africa,Low income,1994
Latin America and Caribbean,Upper middle income,2001
Latin America and Caribbean,Upper middle income,1977
Latin America and Caribbean,Upper middle income,1944
Latin America and Caribbean,Upper middle income,1987
Latin America and Caribbean,Upper middle income,1977
Latin America and Caribbean,Upper middle income,1991
Latin America and Caribbean,Upper middle income,1977
Latin America and Caribbean,Upper middle income,1893
Latin America and Caribbean,Upper middle income,1940
Latin America and Caribbean,Upper middle income,1791
Latin America and Caribbean,Upper middle income,1940
Latin America and Caribbean,Upper middle income,1732
Latin America and Caribbean,Upper middle income,2003
Latin America and Caribbean,Upper middle income,1940
Latin America and Caribbean,Upper middle income,1980
Latin America and Caribbean,Upper middle income,1993
Latin America and Caribbean,Upper middle income,2005
Latin America and Caribbean,Upper middle income,1942
Latin America and Caribbean,Upper middle income,1954
Latin America and Caribbean,Upper middle income,1978
Latin America and Caribbean,Upper middle income,1996
Latin America and Caribbean,Upper middle income,1975
Latin America and Caribbean,Upper middle income,1992
Latin America and Caribbean,Upper middle income,1972
Latin America and Caribbean,Upper middle income,1996
Latin America and Caribbean,Upper middle income,1974
Latin America and Caribbean,Upper middle income,1969
Sub-Saharan Africa,Low income,2008
Latin America and Caribbean,Upper middle income,1966
Latin America and Caribbean,Upper middle income,1991
Latin America and Caribbean,Upper middle income,1994
Latin America and Caribbean,Upper middle income,2003
Latin America and Caribbean,Upper middle income,1981
Latin America and Caribbean,Upper middle income,1982
Latin America and Caribbean,Upper middle income,1983
Latin America and Caribbean,Upper middle income,1987
Latin America and Caribbean,Upper middle income,1792
Latin America and Caribbean,Upper middle income,1992
Latin America and Caribbean,Upper middle income,1997
Latin America and Caribbean,Upper middle income,1986
Latin America and Caribbean,Upper middle income,1985
Europe and Central Asia,High income,1961
Latin America and Caribbean,Upper middle income,2001
Latin America and Caribbean,Upper middle income,1989
Latin America and Caribbean,Upper middle income,1979
Latin America and Caribbean,Upper middle income,1983
Latin America and Caribbean,Upper middle income,1982
,,1985
Latin America and Caribbean,Upper middle income,1978
,,1988
Latin America and Caribbean,Upper middle income,1943
,,1956
Latin America and Caribbean,Upper middle income,1943
Latin America and Caribbean,Upper middle income,1997
Latin America and Caribbean,Upper middle income,1996
Latin America and Caribbean,Upper middle income,1976
Latin America and Caribbean,Upper middle income,2000
,,1964
Latin America and Caribbean,Upper middle income,1986
Latin America and Caribbean,Upper middle income,1999
Latin America and Caribbean,Upper middle income,1989
Latin America and Caribbean,Upper middle income,2000
Latin America and Caribbean,Upper middle income,1976
Latin America and Caribbean,Upper middle income,2004
Latin America and Caribbean,Upper middle income,2004
Latin America and Caribbean,Upper middle income,2007
Latin America and Caribbean,Upper middle income,2006
Middle East and North Africa,High income,2001
Middle East and North Africa,High income,1980
Middle East and North Africa,High income,1987
Middle East and North Africa,High income,2004
Middle East and North Africa,High income,2001
Middle East and North Africa,High income,1993
Middle East and North Africa,High income,1991
Middle East and North Africa,High income,1982
Middle East and North Africa,High income,1991
Middle East and North Africa,High income,1994
Middle East and North Africa,High income,1996
Middle East and North Africa,High income,1991
Middle East and North Africa,High income,1996
Middle East and North Africa,High income,2002
Middle East and North Africa,High income,1996
Middle East and North Africa,High income,1997
Middle East and North Africa,High income,2000
Middle East and North Africa,High income,2001
Middle East and North Africa,High income,2010
Middle East and North Africa,High income,1991
Middle East and North Africa,High income,2007
Middle East and North Africa,High income,1983
Middle East and North Africa,High income,1995
Middle East and North Africa,High income,2006
Middle East and North Africa,High income,1996
Middle East and North Africa,High income,2005
Middle East and North Africa,High income,2006
Middle East and North Africa,High income,2004
Middle East and North Africa,High income,1997
Middle East and North Africa,High income,2003
South Asia,Lower middle income,2009
South Asia,Lower middle income,1983
South Asia,Lower middle income,1974
South Asia,Lower middle income,1975
South Asia,Lower middle income,1987
South Asia,Lower middle income,2002
South Asia,Lower middle income,1986
South Asia,Lower middle income,1979
South Asia,Lower middle income,1998
South Asia,Lower middle income,2000
South Asia,Lower middle income,1962
South Asia,Lower middle income,2004
South Asia,Lower middle income,1998
Latin America and Caribbean,Upper middle income,1963
North America,High income,1913
Latin America and Caribbean,Upper middle income,1964
Latin America and Caribbean,Upper middle income,2000
Latin America and Caribbean,Upper middle income,1971
Latin America and Caribbean,Upper middle income,1968
Latin America and Caribbean,Upper middle income,2004
Latin America and Caribbean,Upper middle income,1551
Latin America and Caribbean,Upper middle income,2000
North America,High income,1842
Latin America and Caribbean,Upper middle income,1960
Latin America and Caribbean,Upper middle income,1955
Latin America and Caribbean,Upper middle income,1977
Latin America and Caribbean,Upper middle income,2001
Latin America and Caribbean,Upper middle income,2000
Latin America and Caribbean,Upper middle income,2002
Latin America and Caribbean,Upper middle income,1961
Latin America and Caribbean,Upper middle income,1972
Latin America and Caribbean,Upper middle income,1992
Latin America and Caribbean,Upper middle income,1994
Latin America and Caribbean,Upper middle income,2002
Latin America and Caribbean,Upper middle income,2007
North America,High income,1839
Latin America and Caribbean,Upper middle income,2002
Latin America and Caribbean,Upper middle income,2009
Latin America and Caribbean,Upper middle income,2006
Latin America and Caribbean,Upper middle income,1983
Latin America and Caribbean,Upper middle income,2006
Latin America and Caribbean,Upper middle income,1919
Latin America and Caribbean,Upper middle income,2005
Latin America and Caribbean,Upper middle income,1988
Latin America and Caribbean,Upper middle income,1999
Latin America and Caribbean,Upper middle income,2009
Latin America and Caribbean,Upper middle income,1991
Latin America and Caribbean,Upper middle income,2009
Latin America and Caribbean,Upper middle income,1997
Latin America and Caribbean,Upper middle income,1984
Latin America and Caribbean,Upper middle income,2005
Latin America and Caribbean,Upper middle income,1985
Latin America and Caribbean,Upper middle income,2006
East Asia and Pacific,Lower middle income,1929
Latin America and Caribbean,Upper middle income,1993
Latin America and Caribbean,Upper middle income,2008
Latin America and Caribbean,Upper middle income,1996
Latin America and Caribbean,Upper middle income,2006
Latin America and Caribbean,Upper middle income,1997
Latin America and Caribbean,Upper middle income,1988
Latin America and Caribbean,Upper middle income,2002
Latin America and Caribbean,Upper middle income,2004
North America,High income,1910
Latin America and Caribbean,Upper middle income,1969
Latin America and Caribbean,Upper middle income,1996
East Asia and Pacific,Lower middle income,1913
Latin America and Caribbean,Upper middle income,1999
Latin America and Caribbean,Upper middle income,1984
North America,High income,1863
Latin America and Caribbean,Upper middle income,1997
Latin America and Caribbean,Upper middle income,2009
Latin America and Caribbean,Upper middle income,2010
Latin America and Caribbean,Upper middle income,2010
Latin America and Caribbean,Upper middle income,2010
Latin America and Caribbean,Upper middle income,2011
Latin America and Caribbean,Upper middle income,2011
Latin America and Caribbean,Upper middle income,2011
Latin America and Caribbean,Upper middle income,2011
Latin America and Caribbean,Upper middle income,2011
Latin America and Caribbean,Upper middle income,2011
Latin America and Caribbean,Upper middle income,2012
North America,High income,1846
Latin America and Caribbean,Upper middle income,2010
Latin America and Caribbean,Upper middle income,2010
Latin America and Caribbean,Upper middle income,2010
Latin America and Caribbean,Upper middle income,2010
Latin America and Caribbean,Upper middle income,2012
Latin America and Caribbean,Upper middle income,2010
Latin America and Caribbean,Upper middle income,2010
Latin America and Caribbean,Upper middle income,2010
Latin America and Caribbean,Upper middle income,2010
Latin America and Caribbean,Upper middle income,2012
Latin America and Caribbean,Upper middle income,2011
Latin America and Caribbean,Upper middle income,2010
Latin America and Caribbean,Upper middle income,2010
Latin America and Caribbean,Upper middle income,2010
Latin America and Caribbean,Upper middle income,1876
Latin America and Caribbean,Upper middle income,2011
Latin America and Caribbean,Upper middle income,2011
Latin America and Caribbean,Upper middle income,2010
Latin America and Caribbean,Upper middle income,2011
East Asia and Pacific,Lower middle income,1998
East Asia and Pacific,Lower middle income,2002
East Asia and Pacific,Lower middle income,2002
East Asia and Pacific,Lower middle income,1966
East Asia and Pacific,Lower middle income,2003
East Asia and Pacific,Lower middle income,1976
East Asia and Pacific,Lower middle income,1951
East Asia and Pacific,Lower middle income,2000
East Asia and Pacific,Lower middle income,1949
East Asia and Pacific,Lower middle income,1962
East Asia and Pacific,Lower middle income,1947
East Asia and Pacific,Lower middle income,1967
East Asia and Pacific,Lower middle income,1948
East Asia and Pacific,Lower middle income,1989
East Asia and Pacific,Lower middle income,1973
East Asia and Pacific,Lower middle income,2003
East Asia and Pacific,Lower middle income,1986
East Asia and Pacific,Lower middle income,1977
East Asia and Pacific,Lower middle income,1997
East Asia and Pacific,Lower middle income,1966
